Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
3298,63,Other,Sony 4K HDR TV,2020-02-20,Refund Request,Product recommendation,Closed,Medium,Phone,2023-06-01 03:34:43,2023-06-01 22:59:43,4.0
3299,55,Other,Amazon Echo,2021-09-21,Billing Inquiry,Payment issue,Closed,Critical,Social Media,2023-06-01 16:03:44,2023-06-01 18:58:44,4.0
3300,22,Other,Garmin Forerunner,2021-06-13,Refund Request,Hardware issue,Open,Low,Chat,,,
3301,45,Other,Sony Xperia,2021-12-20,Technical Issue,Software bug,Pending Customer Response,Medium,Social Media,2023-05-31 23:52:47,,
3302,59,Other,Autodesk AutoCAD,2020-06-24,Cancellation Request,Cancellation request,Open,High,Chat,,,
3303,66,Female,Nintendo Switch,2020-01-23,Technical Issue,Display issue,Closed,Low,Phone,2023-06-01 04:15:49,2023-06-01 01:28:49,4.0
3304,60,Male,Sony Xperia,2021-03-16,Product Inquiry,Product recommendation,Closed,Low,Phone,2023-06-01 20:54:49,2023-06-01 10:26:49,3.0
3305,67,Female,Nikon D,2021-11-05,Product Inquiry,Software bug,Open,Low,Social Media,,,
3306,48,Female,Amazon Echo,2020-08-11,Refund Request,Cancellation request,Pending Customer Response,Critical,Chat,2023-06-01 02:54:53,,
3307,57,Male,Nintendo Switch,2020-06-09,Refund Request,Network problem,Pending Customer Response,High,Social Media,2023-06-01 18:50:55,,
3308,39,Female,GoPro Hero,2021-07-11,Technical Issue,Payment issue,Pending Customer Response,High,Social Media,2023-06-01 15:07:57,,
3309,38,Male,Sony PlayStation,2020-12-18,Cancellation Request,Peripheral compatibility,Pending Customer Response,Low,Social Media,2023-06-01 10:26:58,,
3310,55,Other,LG Washing Machine,2020-11-29,Refund Request,Account access,Open,Critical,Email,,,
3311,30,Female,Canon EOS,2021-08-22,Product Inquiry,Payment issue,Pending Customer Response,Critical,Phone,2023-06-01 12:15:01,,
3312,36,Male,Apple AirPods,2021-10-18,Cancellation Request,Data loss,Closed,Low,Phone,2023-06-01 06:59:03,2023-06-01 22:21:03,1.0
3313,59,Male,LG Washing Machine,2020-06-20,Billing Inquiry,Payment issue,Pending Customer Response,Critical,Social Media,2023-06-01 01:27:04,,
3314,24,Female,Canon EOS,2020-07-19,Product Inquiry,Display issue,Closed,High,Social Media,2023-06-01 22:26:06,2023-06-01 19:05:06,3.0
3315,57,Female,HP Pavilion,2021-01-28,Refund Request,Battery life,Pending Customer Response,Low,Email,2023-06-01 04:38:07,,
3316,36,Female,GoPro Action Camera,2021-07-08,Refund Request,Product setup,Closed,Medium,Social Media,2023-06-01 06:03:09,2023-06-01 04:57:09,3.0
3317,54,Male,Lenovo ThinkPad,2020-07-21,Technical Issue,Payment issue,Open,Critical,Chat,,,
3318,68,Male,Microsoft Xbox Controller,2020-11-23,Technical Issue,Refund request,Closed,Medium,Email,2023-06-01 11:44:11,2023-06-01 19:22:11,2.0
3319,34,Female,LG OLED,2020-02-16,Billing Inquiry,Payment issue,Pending Customer Response,High,Email,2023-06-01 00:56:12,,
3320,31,Female,Sony Xperia,2020-06-18,Billing Inquiry,Product recommendation,Open,Medium,Social Media,,,
3321,34,Female,LG Washing Machine,2020-04-14,Refund Request,Payment issue,Open,High,Chat,,,
3322,19,Other,Sony 4K HDR TV,2020-07-08,Refund Request,Product recommendation,Closed,Critical,Phone,2023-06-01 11:14:17,2023-06-01 23:02:17,3.0
3323,35,Female,HP Pavilion,2020-09-22,Technical Issue,Battery life,Open,Medium,Phone,,,
3324,38,Female,Microsoft Xbox Controller,2020-03-16,Billing Inquiry,Refund request,Open,Critical,Phone,,,
3325,37,Female,Samsung Soundbar,2020-05-27,Product Inquiry,Delivery problem,Pending Customer Response,Medium,Chat,2023-05-31 23:54:21,,
3326,45,Female,Dell XPS,2020-01-25,Billing Inquiry,Battery life,Open,Medium,Email,,,
3327,56,Other,Asus ROG,2021-04-28,Cancellation Request,Peripheral compatibility,Open,High,Phone,,,
3328,70,Female,Microsoft Office,2020-11-25,Product Inquiry,Data loss,Closed,Critical,Social Media,2023-06-01 02:02:26,2023-06-01 22:51:26,5.0
3329,60,Other,GoPro Action Camera,2020-09-15,Billing Inquiry,Battery life,Open,Medium,Social Media,,,
3330,19,Other,Xbox,2020-04-23,Technical Issue,Cancellation request,Closed,Low,Email,2023-06-01 05:36:29,2023-06-01 02:13:29,3.0
3331,58,Male,Asus ROG,2021-08-17,Billing Inquiry,Delivery problem,Pending Customer Response,Medium,Email,2023-06-01 15:19:30,,
3332,45,Male,PlayStation,2020-02-25,Technical Issue,Network problem,Pending Customer Response,High,Social Media,2023-06-01 14:07:32,,
3333,19,Male,Fitbit Versa Smartwatch,2020-02-12,Refund Request,Refund request,Pending Customer Response,Medium,Phone,2023-06-01 03:56:34,,
3334,40,Other,Google Nest,2021-08-16,Cancellation Request,Battery life,Open,High,Phone,,,
3335,42,Female,Bose SoundLink Speaker,2020-09-15,Product Inquiry,Cancellation request,Closed,Low,Chat,2023-06-01 05:34:38,2023-06-01 14:33:38,4.0
3336,52,Other,Canon DSLR Camera,2020-01-11,Refund Request,Product setup,Closed,Medium,Email,2023-06-01 03:52:38,2023-05-31 23:27:38,1.0
3337,23,Other,Adobe Photoshop,2020-10-12,Technical Issue,Product setup,Closed,Low,Email,2023-06-01 00:18:39,2023-06-01 13:01:39,4.0
3338,23,Female,Canon DSLR Camera,2020-07-03,Refund Request,Display issue,Open,Critical,Chat,,,
3339,31,Female,Apple AirPods,2020-03-17,Product Inquiry,Product compatibility,Closed,Medium,Social Media,2023-06-01 03:12:41,2023-06-01 01:33:41,4.0
3340,18,Other,Dyson Vacuum Cleaner,2020-10-14,Billing Inquiry,Battery life,Pending Customer Response,Low,Chat,2023-06-01 11:52:43,,
3341,40,Male,Apple AirPods,2021-08-19,Billing Inquiry,Account access,Closed,High,Social Media,2023-06-01 01:43:44,2023-06-01 10:39:44,3.0
3342,25,Other,GoPro Hero,2020-01-07,Cancellation Request,Network problem,Pending Customer Response,High,Phone,2023-06-01 20:38:46,,
3343,18,Female,iPhone,2021-06-15,Cancellation Request,Payment issue,Pending Customer Response,Medium,Chat,2023-06-01 13:04:48,,
3344,36,Other,GoPro Action Camera,2020-12-10,Product Inquiry,Account access,Pending Customer Response,High,Phone,2023-06-01 16:56:48,,
3345,48,Female,GoPro Action Camera,2021-09-06,Technical Issue,Battery life,Open,Critical,Social Media,,,
3346,41,Female,Amazon Echo,2021-07-30,Cancellation Request,Product compatibility,Pending Customer Response,Low,Chat,2023-06-01 22:49:52,,
3347,65,Male,Autodesk AutoCAD,2021-03-02,Refund Request,Installation support,Closed,Critical,Social Media,2023-06-01 17:36:53,2023-06-01 14:07:53,3.0
3348,22,Male,Nikon D,2021-03-07,Product Inquiry,Software bug,Pending Customer Response,Critical,Social Media,2023-06-01 19:15:53,,
3349,65,Other,Sony Xperia,2020-07-03,Product Inquiry,Product recommendation,Closed,Medium,Social Media,2023-06-01 19:57:55,2023-06-01 08:20:55,3.0
3350,61,Other,PlayStation,2020-10-09,Product Inquiry,Product recommendation,Open,Medium,Email,,,
3351,18,Male,Fitbit Charge,2020-11-19,Refund Request,Battery life,Closed,Critical,Email,2023-06-01 09:18:58,2023-06-01 20:53:58,5.0
3352,65,Female,Bose QuietComfort,2021-03-31,Refund Request,Account access,Open,Low,Phone,,,
3353,65,Male,Asus ROG,2020-06-18,Product Inquiry,Peripheral compatibility,Closed,High,Chat,2023-06-01 15:10:01,2023-06-01 00:15:01,4.0
3354,23,Other,Microsoft Xbox Controller,2020-07-03,Cancellation Request,Installation support,Pending Customer Response,High,Social Media,2023-06-01 04:15:02,,
3355,64,Female,Roomba Robot Vacuum,2021-01-12,Technical Issue,Product setup,Open,High,Chat,,,
3356,52,Female,Philips Hue Lights,2021-01-03,Refund Request,Battery life,Closed,Low,Social Media,2023-06-01 05:39:06,2023-05-31 23:28:06,1.0
3357,42,Female,Fitbit Charge,2020-07-06,Product Inquiry,Product compatibility,Pending Customer Response,Low,Email,2023-06-01 13:15:07,,
3358,38,Female,Nintendo Switch,2020-04-01,Billing Inquiry,Software bug,Pending Customer Response,Medium,Phone,2023-06-01 13:14:09,,
3359,38,Other,Amazon Echo,2021-10-25,Technical Issue,Network problem,Open,Medium,Email,,,
3360,35,Female,Amazon Kindle,2021-11-05,Technical Issue,Refund request,Closed,Medium,Email,2023-06-01 14:40:10,2023-06-01 15:25:10,3.0
3361,19,Other,iPhone,2021-12-10,Billing Inquiry,Product setup,Pending Customer Response,Critical,Chat,2023-06-01 05:14:11,,
3362,62,Other,Nintendo Switch Pro Controller,2020-06-19,Refund Request,Product recommendation,Closed,High,Chat,2023-06-01 22:07:13,2023-06-01 09:28:13,5.0
3363,26,Male,Microsoft Office,2020-05-25,Refund Request,Hardware issue,Closed,High,Phone,2023-06-01 06:35:14,2023-06-01 22:19:14,1.0
3364,49,Female,Microsoft Office,2021-07-10,Billing Inquiry,Account access,Pending Customer Response,Low,Chat,2023-06-01 12:29:14,,
3365,45,Male,Garmin Forerunner,2020-08-30,Cancellation Request,Installation support,Pending Customer Response,High,Chat,2023-06-01 02:53:15,,
3366,55,Male,Fitbit Versa Smartwatch,2020-04-25,Cancellation Request,Product recommendation,Closed,Critical,Phone,2023-06-01 13:33:17,2023-06-01 15:14:17,1.0
3367,67,Male,LG OLED,2021-10-15,Technical Issue,Hardware issue,Pending Customer Response,Critical,Phone,2023-06-01 03:52:18,,
3368,61,Female,PlayStation,2020-05-18,Billing Inquiry,Product setup,Pending Customer Response,High,Email,2023-06-01 10:38:20,,
3369,40,Other,Roomba Robot Vacuum,2020-10-11,Cancellation Request,Display issue,Pending Customer Response,Medium,Email,2023-06-01 06:59:21,,
3370,57,Other,Nintendo Switch,2021-11-23,Billing Inquiry,Product setup,Closed,Low,Chat,2023-06-01 01:13:23,2023-06-01 14:50:23,2.0
3371,34,Female,Microsoft Xbox Controller,2020-10-08,Cancellation Request,Data loss,Closed,Low,Social Media,2023-06-01 03:42:24,2023-06-01 17:42:24,2.0
3372,41,Male,Lenovo ThinkPad,2021-10-28,Technical Issue,Network problem,Pending Customer Response,Medium,Chat,2023-06-01 20:52:25,,
3373,67,Female,Roomba Robot Vacuum,2021-12-23,Technical Issue,Hardware issue,Pending Customer Response,High,Email,2023-06-01 13:34:27,,
3374,54,Other,Amazon Echo,2020-08-13,Product Inquiry,Product compatibility,Pending Customer Response,High,Chat,2023-06-01 22:13:28,,
3375,47,Other,Amazon Kindle,2021-02-09,Technical Issue,Account access,Closed,Critical,Social Media,2023-06-01 09:22:29,2023-06-01 21:46:29,1.0
3376,42,Female,Apple AirPods,2020-09-18,Cancellation Request,Software bug,Open,Critical,Social Media,,,
3377,48,Female,LG OLED,2020-04-17,Technical Issue,Data loss,Closed,Low,Social Media,2023-06-01 03:28:30,2023-06-01 21:24:30,1.0
3378,22,Male,Xbox,2020-05-18,Technical Issue,Installation support,Pending Customer Response,Medium,Chat,2023-06-01 20:51:31,,
3379,27,Male,Samsung Soundbar,2021-09-14,Product Inquiry,Product compatibility,Closed,High,Phone,2023-06-01 14:50:33,2023-06-01 17:53:33,3.0
3380,35,Other,Samsung Galaxy,2021-12-13,Refund Request,Delivery problem,Closed,Medium,Phone,2023-06-01 17:13:35,2023-06-01 21:51:35,4.0
3381,35,Male,LG Smart TV,2021-12-18,Billing Inquiry,Account access,Open,Critical,Social Media,,,
3382,65,Male,Nest Thermostat,2021-02-14,Cancellation Request,Cancellation request,Closed,Critical,Email,2023-06-01 12:20:38,2023-06-01 20:00:38,1.0
3383,57,Other,Adobe Photoshop,2020-10-30,Cancellation Request,Refund request,Closed,Medium,Chat,2023-06-01 21:38:39,2023-06-01 21:00:39,1.0
3384,53,Female,Asus ROG,2021-11-02,Refund Request,Peripheral compatibility,Pending Customer Response,High,Chat,2023-06-01 05:26:41,,
3385,23,Female,Dyson Vacuum Cleaner,2021-01-31,Billing Inquiry,Software bug,Closed,Medium,Chat,2023-06-01 08:59:43,2023-06-01 15:30:43,4.0
3386,70,Female,Dell XPS,2021-12-22,Product Inquiry,Hardware issue,Open,Critical,Phone,,,
3387,51,Male,Apple AirPods,2020-08-08,Technical Issue,Account access,Pending Customer Response,High,Chat,2023-06-01 07:41:46,,
3388,62,Male,GoPro Action Camera,2020-06-02,Refund Request,Hardware issue,Closed,Critical,Chat,2023-06-01 11:41:48,2023-06-01 00:20:48,4.0
3389,52,Female,Dell XPS,2021-01-03,Product Inquiry,Cancellation request,Open,Critical,Social Media,,,
3390,53,Other,Amazon Kindle,2020-08-02,Technical Issue,Cancellation request,Closed,Critical,Email,2023-06-01 07:58:50,2023-06-01 09:49:50,4.0
3391,57,Male,Apple AirPods,2020-12-13,Billing Inquiry,Peripheral compatibility,Closed,Medium,Phone,2023-06-01 00:46:51,2023-06-01 19:02:51,2.0
3392,49,Female,Garmin Forerunner,2021-02-03,Product Inquiry,Installation support,Open,Medium,Email,,,
3393,56,Other,Canon DSLR Camera,2020-01-14,Refund Request,Product setup,Closed,Medium,Chat,2023-06-01 07:47:55,2023-06-01 07:26:55,4.0
3394,40,Male,LG Washing Machine,2021-12-09,Cancellation Request,Battery life,Pending Customer Response,Critical,Email,2023-06-01 04:06:56,,
3395,23,Other,Amazon Echo,2020-02-15,Cancellation Request,Software bug,Pending Customer Response,Medium,Phone,2023-06-01 11:41:58,,
3396,65,Female,Fitbit Charge,2021-05-12,Cancellation Request,Delivery problem,Closed,High,Social Media,2023-06-01 04:30:00,2023-06-01 05:56:00,1.0
3397,60,Female,Sony Xperia,2020-08-20,Billing Inquiry,Data loss,Open,Critical,Phone,,,
3398,49,Male,LG Washing Machine,2021-05-10,Cancellation Request,Delivery problem,Closed,Critical,Phone,2023-06-01 03:45:02,2023-06-01 19:16:02,2.0
3399,60,Female,Google Pixel,2020-12-08,Product Inquiry,Product recommendation,Closed,Low,Social Media,2023-06-01 19:36:04,2023-06-01 13:34:04,3.0
3400,53,Other,Nintendo Switch,2021-07-10,Refund Request,Data loss,Closed,Critical,Email,2023-06-01 08:44:05,2023-06-01 11:20:05,1.0
3401,55,Other,Nintendo Switch Pro Controller,2020-05-15,Product Inquiry,Peripheral compatibility,Pending Customer Response,High,Chat,2023-06-01 16:37:07,,
3402,31,Female,LG Washing Machine,2020-06-26,Cancellation Request,Product recommendation,Pending Customer Response,Critical,Chat,2023-06-01 06:01:09,,
3403,28,Female,Nikon D,2021-12-15,Product Inquiry,Display issue,Pending Customer Response,Medium,Phone,2023-06-01 11:19:10,,
3404,38,Male,Nikon D,2021-10-03,Technical Issue,Product recommendation,Open,Medium,Social Media,,,
3405,24,Other,Sony PlayStation,2021-08-22,Refund Request,Display issue,Closed,High,Phone,2023-06-01 14:51:13,2023-06-01 03:36:13,1.0
3406,62,Female,Nest Thermostat,2021-10-04,Cancellation Request,Account access,Pending Customer Response,Medium,Email,2023-06-01 19:42:15,,
3407,62,Other,Bose SoundLink Speaker,2021-12-20,Refund Request,Delivery problem,Pending Customer Response,High,Social Media,2023-06-01 09:47:17,,
3408,60,Female,Autodesk AutoCAD,2021-08-13,Refund Request,Product setup,Closed,Medium,Email,2023-06-01 21:56:18,2023-06-01 22:23:18,2.0
3409,59,Other,Xbox,2020-04-13,Technical Issue,Installation support,Pending Customer Response,Critical,Phone,2023-05-31 23:29:19,,
3410,44,Female,GoPro Hero,2021-10-12,Cancellation Request,Payment issue,Pending Customer Response,Medium,Email,2023-06-01 02:47:20,,
3411,62,Other,Roomba Robot Vacuum,2020-10-19,Product Inquiry,Payment issue,Pending Customer Response,Medium,Email,2023-06-01 02:16:21,,
3412,23,Female,Bose QuietComfort,2021-07-19,Refund Request,Delivery problem,Pending Customer Response,Low,Email,2023-06-01 07:33:22,,
3413,65,Male,Philips Hue Lights,2021-05-06,Billing Inquiry,Peripheral compatibility,Closed,Medium,Chat,2023-06-01 00:12:23,2023-06-01 09:23:23,3.0
3414,29,Other,Roomba Robot Vacuum,2020-01-27,Refund Request,Account access,Open,Medium,Phone,,,
3415,67,Male,Philips Hue Lights,2020-08-18,Technical Issue,Delivery problem,Open,Critical,Chat,,,
3416,28,Other,Canon EOS,2021-10-21,Billing Inquiry,Data loss,Open,Low,Phone,,,
3417,26,Female,Sony 4K HDR TV,2020-08-12,Technical Issue,Installation support,Pending Customer Response,High,Email,2023-05-31 23:12:28,,
3418,33,Male,LG Washing Machine,2020-03-23,Refund Request,Network problem,Closed,High,Email,2023-06-01 14:42:29,2023-06-01 13:03:29,5.0
3419,33,Male,Fitbit Versa Smartwatch,2020-01-08,Billing Inquiry,Network problem,Open,Critical,Social Media,,,
3420,65,Male,Fitbit Versa Smartwatch,2021-01-21,Billing Inquiry,Display issue,Pending Customer Response,Medium,Email,2023-06-01 18:52:30,,
3421,33,Female,Asus ROG,2020-12-25,Technical Issue,Product setup,Closed,Medium,Email,2023-06-01 00:58:32,2023-06-01 19:24:32,4.0
3422,34,Other,Microsoft Office,2020-01-05,Billing Inquiry,Delivery problem,Pending Customer Response,Low,Social Media,2023-06-01 00:07:33,,
3423,56,Female,Nest Thermostat,2020-09-18,Technical Issue,Software bug,Pending Customer Response,Low,Email,2023-06-01 23:01:34,,
3424,54,Male,GoPro Hero,2021-05-20,Cancellation Request,Installation support,Closed,High,Social Media,2023-06-01 01:06:35,2023-06-01 19:33:35,5.0
3425,60,Male,Google Pixel,2020-03-27,Technical Issue,Software bug,Pending Customer Response,Medium,Social Media,2023-05-31 23:40:36,,
3426,49,Other,LG Smart TV,2020-07-16,Refund Request,Peripheral compatibility,Closed,High,Chat,2023-06-01 22:23:38,2023-06-01 05:32:38,5.0
3427,42,Male,GoPro Hero,2021-09-17,Cancellation Request,Refund request,Closed,Medium,Phone,2023-06-01 07:56:40,2023-06-01 01:46:40,3.0
3428,61,Female,Autodesk AutoCAD,2020-05-23,Refund Request,Installation support,Open,High,Chat,,,
3429,50,Other,Fitbit Charge,2020-06-10,Billing Inquiry,Battery life,Open,Medium,Email,,,
3430,63,Other,Dyson Vacuum Cleaner,2021-04-12,Product Inquiry,Battery life,Pending Customer Response,Critical,Social Media,2023-06-01 06:35:44,,
3431,45,Female,Canon DSLR Camera,2021-09-25,Refund Request,Data loss,Open,Low,Social Media,,,
3432,32,Other,Nintendo Switch,2021-05-30,Billing Inquiry,Hardware issue,Open,Low,Chat,,,
3433,21,Male,Bose SoundLink Speaker,2020-02-25,Cancellation Request,Data loss,Closed,Critical,Social Media,2023-06-01 17:38:46,2023-06-01 09:04:46,4.0
3434,20,Female,Autodesk AutoCAD,2021-08-09,Cancellation Request,Cancellation request,Pending Customer Response,Low,Email,2023-06-01 09:28:48,,
3435,55,Other,Canon DSLR Camera,2020-11-16,Billing Inquiry,Installation support,Pending Customer Response,Medium,Chat,2023-06-01 02:30:49,,
3436,46,Female,Adobe Photoshop,2021-03-05,Technical Issue,Peripheral compatibility,Open,Critical,Chat,,,
3437,65,Male,Apple AirPods,2021-11-20,Technical Issue,Battery life,Pending Customer Response,Critical,Chat,2023-06-01 08:53:51,,
3438,23,Male,Autodesk AutoCAD,2020-10-12,Technical Issue,Software bug,Open,Low,Chat,,,
3439,28,Male,Sony PlayStation,2020-08-25,Product Inquiry,Hardware issue,Open,Low,Social Media,,,
3440,33,Male,HP Pavilion,2021-10-12,Product Inquiry,Product setup,Closed,Critical,Phone,2023-06-01 09:12:55,2023-06-01 11:08:55,1.0
3441,37,Other,Samsung Soundbar,2021-09-10,Technical Issue,Product recommendation,Pending Customer Response,High,Phone,2023-06-01 12:50:55,,
3442,65,Male,HP Pavilion,2020-03-07,Refund Request,Installation support,Open,Low,Social Media,,,
3443,19,Other,Dell XPS,2020-12-15,Product Inquiry,Peripheral compatibility,Open,Low,Email,,,
3444,42,Female,Sony 4K HDR TV,2021-09-01,Product Inquiry,Battery life,Closed,Medium,Phone,2023-06-01 12:14:57,2023-06-01 00:06:57,5.0
3445,47,Other,Philips Hue Lights,2021-09-19,Cancellation Request,Network problem,Pending Customer Response,Critical,Phone,2023-06-01 07:52:59,,
3446,68,Male,Apple AirPods,2021-12-01,Billing Inquiry,Cancellation request,Open,Critical,Social Media,,,
3447,69,Other,Sony PlayStation,2021-06-11,Product Inquiry,Peripheral compatibility,Closed,High,Email,2023-06-01 06:34:02,2023-06-01 17:09:02,3.0
3448,54,Male,PlayStation,2021-10-12,Cancellation Request,Network problem,Open,Medium,Phone,,,
3449,29,Male,Fitbit Versa Smartwatch,2020-07-04,Refund Request,Refund request,Pending Customer Response,Critical,Social Media,2023-05-31 23:32:04,,
3450,51,Other,Dell XPS,2021-01-10,Refund Request,Delivery problem,Open,High,Chat,,,
3451,26,Other,LG Washing Machine,2021-10-10,Billing Inquiry,Product compatibility,Open,Medium,Phone,,,
3452,69,Male,LG OLED,2021-01-08,Billing Inquiry,Product setup,Open,Critical,Phone,,,
3453,36,Male,LG Smart TV,2021-12-20,Cancellation Request,Cancellation request,Open,Low,Social Media,,,
3454,65,Other,Google Pixel,2021-02-28,Cancellation Request,Network problem,Open,High,Social Media,,,
3455,30,Male,iPhone,2021-12-02,Refund Request,Installation support,Open,Critical,Social Media,,,
3456,69,Female,iPhone,2020-06-10,Cancellation Request,Display issue,Pending Customer Response,Critical,Email,2023-06-01 04:28:13,,
3457,47,Male,Garmin Forerunner,2021-03-22,Refund Request,Hardware issue,Open,Low,Email,,,
3458,44,Male,Bose SoundLink Speaker,2020-02-13,Refund Request,Battery life,Pending Customer Response,Low,Chat,2023-06-01 01:10:17,,
3459,43,Female,Dell XPS,2021-07-01,Technical Issue,Installation support,Open,High,Social Media,,,
3460,20,Female,Apple AirPods,2021-05-08,Product Inquiry,Battery life,Closed,High,Chat,2023-06-01 18:31:19,2023-06-01 15:48:19,4.0
3461,39,Male,HP Pavilion,2020-09-01,Technical Issue,Product setup,Closed,Medium,Social Media,2023-06-01 01:01:21,2023-06-01 03:01:21,5.0
3462,24,Male,Philips Hue Lights,2021-06-03,Technical Issue,Data loss,Open,High,Email,,,
3463,54,Other,Amazon Kindle,2020-06-07,Technical Issue,Delivery problem,Open,Medium,Chat,,,
3464,43,Male,Sony PlayStation,2020-07-03,Refund Request,Peripheral compatibility,Pending Customer Response,Low,Email,2023-06-01 13:07:26,,
3465,48,Other,Xbox,2021-04-04,Technical Issue,Software bug,Open,High,Phone,,,
3466,59,Other,Bose SoundLink Speaker,2021-10-19,Technical Issue,Payment issue,Open,Medium,Phone,,,
3467,18,Female,GoPro Hero,2021-07-05,Refund Request,Display issue,Closed,Low,Social Media,2023-06-01 15:38:29,2023-06-01 09:55:29,4.0
3468,38,Female,Nikon D,2021-04-21,Billing Inquiry,Battery life,Open,Low,Email,,,
3469,43,Male,Bose QuietComfort,2021-07-22,Product Inquiry,Cancellation request,Pending Customer Response,High,Phone,2023-06-01 19:10:31,,
3470,50,Female,LG Washing Machine,2021-07-02,Technical Issue,Delivery problem,Open,Critical,Email,,,
3471,32,Female,Canon EOS,2020-05-24,Billing Inquiry,Installation support,Closed,Critical,Chat,2023-06-01 18:51:33,2023-06-01 06:36:33,3.0
3472,45,Female,Roomba Robot Vacuum,2021-03-08,Product Inquiry,Software bug,Open,Low,Phone,,,
3473,55,Male,Dyson Vacuum Cleaner,2021-05-29,Technical Issue,Product recommendation,Open,Critical,Email,,,
3474,54,Other,Samsung Galaxy,2020-03-23,Product Inquiry,Product compatibility,Closed,Critical,Chat,2023-06-01 22:37:36,2023-06-01 20:15:36,5.0
3475,50,Female,Sony 4K HDR TV,2020-04-20,Refund Request,Account access,Open,High,Social Media,,,
3476,24,Female,GoPro Action Camera,2020-12-21,Billing Inquiry,Product setup,Open,High,Email,,,
3477,32,Female,Apple AirPods,2021-03-16,Billing Inquiry,Data loss,Closed,Low,Email,2023-05-31 23:44:41,2023-06-01 11:58:41,3.0
3478,34,Other,Nintendo Switch Pro Controller,2020-12-23,Refund Request,Payment issue,Closed,Critical,Phone,2023-06-01 13:39:42,2023-06-01 11:13:42,5.0
3479,33,Male,Philips Hue Lights,2021-06-15,Refund Request,Software bug,Closed,Critical,Social Media,2023-06-01 09:38:44,2023-06-01 21:58:44,5.0
3480,21,Other,Canon EOS,2020-09-16,Cancellation Request,Battery life,Closed,Medium,Social Media,2023-06-01 20:12:46,2023-06-01 00:47:46,1.0
3481,63,Other,Bose SoundLink Speaker,2020-08-09,Technical Issue,Payment issue,Pending Customer Response,High,Email,2023-06-01 07:29:47,,
3482,70,Female,Canon EOS,2021-03-06,Cancellation Request,Account access,Open,Medium,Phone,,,
3483,26,Female,Samsung Soundbar,2020-04-29,Billing Inquiry,Refund request,Pending Customer Response,Critical,Phone,2023-06-01 17:20:49,,
3484,37,Male,Garmin Forerunner,2020-12-25,Technical Issue,Display issue,Closed,High,Social Media,2023-06-01 06:54:49,2023-06-01 15:07:49,5.0
3485,27,Female,Lenovo ThinkPad,2021-10-12,Refund Request,Data loss,Pending Customer Response,High,Social Media,2023-06-01 06:26:50,,
3486,26,Female,Roomba Robot Vacuum,2020-12-17,Technical Issue,Network problem,Pending Customer Response,Critical,Email,2023-06-01 18:21:51,,
3487,40,Female,Nikon D,2021-04-05,Refund Request,Delivery problem,Open,High,Phone,,,
3488,55,Female,Dell XPS,2020-06-27,Billing Inquiry,Peripheral compatibility,Pending Customer Response,Medium,Chat,2023-06-01 06:43:52,,
3489,56,Female,Canon DSLR Camera,2020-02-03,Billing Inquiry,Peripheral compatibility,Open,Low,Social Media,,,
3490,33,Other,Bose SoundLink Speaker,2020-03-01,Technical Issue,Product compatibility,Closed,Medium,Social Media,2023-06-01 19:12:54,2023-05-31 23:07:54,2.0
3491,60,Male,Sony PlayStation,2021-10-13,Product Inquiry,Product setup,Pending Customer Response,Low,Email,2023-06-01 00:53:56,,
3492,19,Female,Fitbit Versa Smartwatch,2021-04-19,Product Inquiry,Software bug,Pending Customer Response,Medium,Email,2023-06-01 07:24:58,,
3493,49,Male,HP Pavilion,2020-02-14,Product Inquiry,Software bug,Pending Customer Response,Medium,Email,2023-06-01 14:00:00,,
3494,64,Male,Sony 4K HDR TV,2020-10-13,Billing Inquiry,Network problem,Pending Customer Response,Medium,Chat,2023-06-01 01:25:02,,
3495,61,Female,Garmin Forerunner,2020-10-29,Billing Inquiry,Product setup,Pending Customer Response,High,Email,2023-06-01 12:49:03,,
3496,18,Other,Sony Xperia,2021-07-26,Refund Request,Delivery problem,Open,Critical,Chat,,,
3497,41,Other,Canon EOS,2020-04-12,Refund Request,Hardware issue,Open,High,Phone,,,
3498,56,Male,Sony 4K HDR TV,2020-01-20,Product Inquiry,Peripheral compatibility,Pending Customer Response,Critical,Chat,2023-06-01 11:46:06,,
3499,37,Other,Fitbit Charge,2020-09-17,Technical Issue,Product compatibility,Pending Customer Response,Critical,Chat,2023-06-01 22:34:07,,
3500,42,Female,Apple AirPods,2020-09-13,Technical Issue,Installation support,Pending Customer Response,Low,Email,2023-06-01 19:28:08,,
3501,41,Other,Philips Hue Lights,2020-10-08,Technical Issue,Data loss,Open,Medium,Social Media,,,
3502,34,Female,Microsoft Office,2021-11-03,Refund Request,Refund request,Pending Customer Response,Critical,Phone,2023-06-01 21:06:12,,
3503,62,Male,Fitbit Charge,2020-12-01,Cancellation Request,Account access,Open,Medium,Social Media,,,
3504,66,Other,Nest Thermostat,2020-01-19,Cancellation Request,Peripheral compatibility,Pending Customer Response,Medium,Phone,2023-06-01 07:50:16,,
3505,23,Female,LG Smart TV,2020-06-13,Technical Issue,Delivery problem,Open,Medium,Social Media,,,
